raceId,name,date,time_x,driverId,driverRef,code,constructorId,constructorRef,grid,position,positionOrder,points,time_y,milliseconds,fastestLapTime,fastestLapSpeed,statusId,status,year,prev_date,prev_time,quali_date,relative_position,positionGain,prev_position,fastestSpeedGain,relative_fastestLapSpeed,positionChange,weighted_avg_compound_sentiment,pos_tweets_sum,neg_tweets_sum,total_tweets,avg_compound_sentiment,pos_tweets_perc,neg_tweets_perc,neut_tweets_perc,neut_tweets_sum,pos_tweets_ratio,neg_tweets_ratio
1078,Miami Grand Prix,2022-05-08,19:30:00,822,bottas,BOT,51,alfa,5,7,7,6.0,+25.073,01:34:49.331000,00:01:33.184000,209.083,1,Finished,2022,2022-04-24,13:00:00,2022-05-07,-2.4000000000000004,-2.0,5.0,-9.74799999999999,36.59361538461539,2,,,,,,,,,,,
1079,Spanish Grand Prix,2022-05-22,13:00:00,822,bottas,BOT,51,alfa,7,6,6,8.0,+59.976,01:38:20.451000,00:01:26.395000,194.802,1,Finished,2022,2022-05-08,19:30:00,2022-05-21,-1.4000000000000004,1.0,7.0,-14.281000000000006,4.827615384615399,-1,,,,,,,,,,,
1080,Monaco Grand Prix,2022-05-29,13:00:00,822,bottas,BOT,51,alfa,12,9,9,2.0,+52.525,01:57:22.790000,00:01:17.600000,154.809,1,Finished,2022,2022-05-22,13:00:00,2022-05-28,-4.4,-3.0,6.0,-39.992999999999995,-0.6213846153846134,-3,,,,,,,,,,,
1081,Azerbaijan Grand Prix,2022-06-12,11:00:00,822,bottas,BOT,51,alfa,15,11,11,0.0,,,00:01:48.179000,199.768,11,Finished,2022,2022-05-29,13:00:00,2022-06-11,-6.4,-2.0,9.0,44.959,-7.978384615384613,-4,,,,,,,,,,,
1082,Canadian Grand Prix,2022-06-19,18:00:00,822,bottas,BOT,51,alfa,11,7,7,6.0,+25.247,01:36:47.004000,00:01:17.010000,203.864,1,Finished,2022,2022-06-12,11:00:00,2022-06-18,-2.4000000000000004,4.0,11.0,4.096000000000004,-15.756384615384604,-4,,,,,,,,,,,
1083,British Grand Prix,2022-07-03,14:00:00,822,bottas,BOT,51,alfa,12,,17,0.0,,,00:01:35.103000,222.996,6,Gearbox,2022,2022-06-19,18:00:00,2022-07-02,-12.4,-10.0,7.0,19.132000000000005,5.178615384615398,5,0.011423925092538145,18.0,2.0,80.0,0.20066125,22.5,2.5,75.0,60.0,0.9,0.1
1084,Austrian Grand Prix,2022-07-10,13:00:00,822,bottas,BOT,51,alfa,0,11,11,0.0,,,00:01:09.266000,224.421,11,Finished,2022,2022-07-03,14:00:00,2022-07-08,-6.4,6.0,17.0,1.424999999999983,15.925615384615384,11,0.02979388832866793,72.0,44.0,450.0,0.042334,16.0,9.777777777777779,74.22222222222223,334.0,0.6206896551724138,0.3793103448275862
1085,French Grand Prix,2022-07-24,13:00:00,822,bottas,BOT,51,alfa,11,14,14,0.0,+1:16.666,01:31:18.778000,00:01:37.963000,214.685,1,Finished,2022,2022-07-10,13:00:00,2022-07-23,-9.4,-3.0,11.0,-9.73599999999999,34.8036153846154,3,,,,,,,,,,,
1086,Hungarian Grand Prix,2022-07-31,13:00:00,822,bottas,BOT,51,alfa,8,20,20,0.0,,,00:01:24.002000,187.752,131,Power Unit,2022,2022-07-24,13:00:00,2022-07-30,-15.4,-6.0,14.0,-26.932999999999993,7.143615384615401,12,,,,,,,,,,,
1062,Hungarian Grand Prix,2021-08-01,13:00:00,842,gasly,GAS,213,alphatauri,5,5,5,11.0,+1:03.614,02:05:46.813000,00:01:18.394000,201.183,1,Finished,2021,2021-07-24,00:00:00,2021-07-31,2.090909090909091,6.0,11.0,-33.762,27.846083333333354,0,0.2601756944556717,87.0,16.0,395.0,0.17481493670886078,22.025316455696203,4.050632911392405,73.92405063291139,292.0,0.8446601941747572,0.1553398058252427
1063,Belgian Grand Prix,2021-08-29,13:00:00,842,gasly,GAS,213,alphatauri,6,6,6,4.0,+10.177,00:03:37.248000,,,1,Finished,2021,2021-08-01,13:00:00,2021-08-28,1.0909090909090908,-1.0,5.0,,22.03008333333335,0,-0.21492780446364818,188.0,45.0,709.0,0.18073117066290548,26.516220028208746,6.346967559943582,67.13681241184767,476.0,0.8068669527896996,0.19313304721030042
1064,Dutch Grand Prix,2021-09-05,13:00:00,842,gasly,GAS,213,alphatauri,4,4,4,12.0,,,00:01:14.818000,204.929,11,Finished,2021,2021-08-29,13:00:00,2021-09-04,3.090909090909091,2.0,6.0,,10.20408333333333,0,0.5012596186272317,151.0,10.0,516.0,0.2445519379844961,29.26356589147287,1.937984496124031,68.7984496124031,355.0,0.937888198757764,0.062111801242236024
1065,Italian Grand Prix,2021-09-12,13:00:00,842,gasly,GAS,213,alphatauri,0,,19,0.0,,,00:01:29.005000,234.31,22,Suspension,2021,2021-09-05,13:00:00,2021-09-10,-11.90909090909091,-15.0,4.0,29.381,-1.7509166666666545,19,0.1566539036258272,266.0,13.0,786.0,0.28175763358778627,33.842239185750635,1.6539440203562341,64.50381679389314,507.0,0.953405017921147,0.04659498207885305
